Hamming,Manhattan,Mix,v0,v1
2,3,2.3,-1.6396,-3.27752
1,2,1.2,-1.04498,-3.74928
2,3,2.3,-0.450366,-4.22104
3,10,3.1,1.28741,-2.31569
2,9,2.9,1.88203,-2.78745
3,8,3.8,2.47665,-3.25921
3,7,3.7,3.07127,-3.73097
2,6,2.6,3.66589,-4.20273
2,5,2.5,4.2605,-4.67449
2,9,2.9,0.44978,-2.53603
2,8,2.8,1.0444,-3.00779
2,7,2.7,1.63902,-3.47955
2,6,2.6,2.23364,-3.95131
1,5,1.5,2.82825,-4.42307
1,4,1.4,3.42287,-4.89482
3,8,3.8,-0.387851,-2.75636
2,7,2.7,0.206768,-3.22812
3,6,3.6,0.801386,-3.69988
3,5,3.5,1.396,-4.17164
2,4,2.4,1.99062,-4.6434
2,3,2.3,2.58524,-5.11516
3,7,3.7,-1.22548,-2.9767
2,6,2.6,-0.630864,-3.44846
3,5,3.5,-0.0362452,-3.92022
3,4,3.4,0.558373,-4.39197
2,3,2.3,1.15299,-4.86373
2,2,2.2,1.74761,-5.33549
2,6,2.6,-2.06311,-3.19703
1,5,1.5,-1.4685,-3.66879
2,4,2.4,-0.873876,-4.14055
2,3,2.3,-0.279258,-4.61231
2,2,2.2,0.315361,-5.08407
1,1,1.1,0.909979,-5.55583
2,5,2.5,-2.90075,-3.41737
1,4,1.4,-2.30613,-3.88912
2,3,2.3,-1.71151,-4.36088
2,2,2.2,-1.11689,-4.83264
1,1,1.1,-0.522271,-5.3044
2,2,2.2,0.0723481,-5.77616
4,9,4.9,1.81013,-3.87081
3,8,3.8,2.40474,-4.34257
3,7,3.7,2.99936,-4.81433
4,6,4.6,3.59398,-5.28609
3,5,3.5,4.1886,-5.75785
3,4,3.4,4.78322,-6.22961
3,8,3.8,0.972494,-4.09115
3,7,3.7,1.56711,-4.56291
2,6,2.6,2.16173,-5.03467
3,5,3.5,2.75635,-5.50642
2,4,2.4,3.35097,-5.97818
2,3,2.3,3.94559,-6.44994
3,7,3.7,0.134863,-4.31148
2,6,2.6,0.729482,-4.78324
3,5,3.5,1.3241,-5.255
3,4,3.4,1.91872,-5.72676
2,3,2.3,2.51334,-6.19852
2,2,2.2,3.10796,-6.67028
4,6,4.6,-0.702768,-4.53182
3,5,3.5,-0.10815,-5.00357
3,4,3.4,0.486469,-5.47533
4,5,4.5,1.08109,-5.94709
3,4,3.4,1.67571,-6.41885
3,3,3.3,2.27032,-6.89061
3,5,3.5,-1.5404,-4.75215
2,4,2.4,-0.945781,-5.22391
2,3,2.3,-0.351162,-5.69567
3,4,3.4,0.243456,-6.16743
3,3,3.3,0.838075,-6.63919
2,2,2.2,1.43269,-7.11095
3,4,3.4,-2.37803,-4.97248
2,3,2.3,-1.78341,-5.44424
2,2,2.2,-1.18879,-5.916
3,3,3.3,-0.594175,-6.38776
2,2,2.2,0.000443714,-6.85952
3,3,3.3,0.595062,-7.33128
3,8,3.8,2.33284,-5.42593
2,7,2.7,2.92746,-5.89769
2,6,2.6,3.52208,-6.36945
3,5,3.5,4.1167,-6.84121
3,4,3.4,4.71131,-7.31297
2,3,2.3,5.30593,-7.78473
2,7,2.7,1.49521,-5.64626
2,6,2.6,2.08983,-6.11802
1,5,1.5,2.68445,-6.58978
2,4,2.4,3.27906,-7.06154
2,3,2.3,3.87368,-7.5333
1,2,1.2,4.4683,-8.00506
2,6,2.6,0.657577,-5.8666
1,5,1.5,1.2522,-6.33836
2,4,2.4,1.84681,-6.81012
2,3,2.3,2.44143,-7.28188
2,2,2.2,3.03605,-7.75364
1,1,1.1,3.63067,-8.2254
3,5,3.5,-0.180054,-6.08693
2,4,2.4,0.414565,-6.55869
2,3,2.3,1.00918,-7.03045
3,4,3.4,1.6038,-7.50221
3,3,3.3,2.19842,-7.97397
2,2,2.2,2.79304,-8.44573
3,4,3.4,-1.01769,-6.30727
2,3,2.3,-0.423067,-6.77903
2,2,2.2,0.171552,-7.25079
3,3,3.3,0.766171,-7.72255
3,4,3.4,1.36079,-8.19431
2,3,2.3,1.95541,-8.66607
2,3,2.3,-1.85532,-6.5276
1,2,1.2,-1.2607,-6.99936
1,1,1.1,-0.666079,-7.47112
2,2,2.2,-0.0714607,-7.94288
2,3,2.3,0.523158,-8.41464
2,4,2.4,1.11778,-8.8864
3,7,3.7,2.85555,-6.98105
2,6,2.6,3.45017,-7.45281
2,5,2.5,4.04479,-7.92457
3,4,3.4,4.63941,-8.39633
2,3,2.3,5.23403,-8.86809
3,4,3.4,5.82865,-9.33985
2,6,2.6,2.01792,-7.20138
2,5,2.5,2.61254,-7.67314
1,4,1.4,3.20716,-8.1449
2,3,2.3,3.80178,-8.61666
1,2,1.2,4.3964,-9.08842
2,3,2.3,4.99102,-9.56018
2,5,2.5,1.18029,-7.42172
1,4,1.4,1.77491,-7.89348
2,3,2.3,2.36953,-8.36524
2,2,2.2,2.96415,-8.837
1,1,1.1,3.55877,-9.30876
2,2,2.2,4.15338,-9.78052
3,4,3.4,0.34266,-7.64205
2,3,2.3,0.937279,-8.11381
2,2,2.2,1.5319,-8.58557
3,3,3.3,2.12652,-9.05733
2,2,2.2,2.72113,-9.52909
3,3,3.3,3.31575,-10.0009
2,3,2.3,-0.494971,-7.86239
1,2,1.2,0.0996476,-8.33415
1,1,1.1,0.694266,-8.80591
2,2,2.2,1.28888,-9.27767
2,3,2.3,1.8835,-9.74943
2,4,2.4,2.47812,-10.2212
3,4,3.4,-1.3326,-8.08272
2,3,2.3,-0.737984,-8.55448
2,2,2.2,-0.143365,-9.02624
3,3,3.3,0.451254,-9.498
2,4,2.4,1.04587,-9.96976
3,5,3.5,1.64049,-10.4415
4,11,4.11,0.322644,1.0594
3,10,3.1,0.917263,0.587638
3,9,3.9,1.51188,0.115878
3,8,3.8,2.1065,-0.355882
4,7,4.7,2.70112,-0.827642
3,6,3.6,3.29574,-1.2994
3,10,3.1,-0.514987,0.839063
3,9,3.9,0.0796314,0.367303
2,8,2.8,0.67425,-0.104457
2,7,2.7,1.26887,-0.576217
3,6,3.6,1.86349,-1.04798
2,5,2.5,2.45811,-1.51974
3,9,3.9,-1.35262,0.618728
2,8,2.8,-0.758,0.146968
3,7,3.7,-0.163381,-0.324792
2,6,2.6,0.431237,-0.796552
3,5,3.5,1.02586,-1.26831
2,4,2.4,1.62047,-1.74007
3,8,3.8,-2.19025,0.398393
2,7,2.7,-1.59563,-0.0733667
2,6,2.6,-1.00101,-0.545127
3,5,3.5,-0.406394,-1.01689
3,4,3.4,0.188225,-1.48865
2,3,2.3,0.782843,-1.96041
4,7,4.7,-3.02788,0.178058
3,6,3.6,-2.43326,-0.293701
3,5,3.5,-1.83864,-0.765461
3,4,3.4,-1.24403,-1.23722
4,5,4.5,-0.649407,-1.70898
3,4,3.4,-0.0547881,-2.18074
3,6,3.6,-3.86551,-0.0422765
2,5,2.5,-3.27089,-0.514036
2,4,2.4,-2.67628,-0.985796
2,3,2.3,-2.08166,-1.45756
3,4,3.4,-1.48704,-1.92932
3,5,3.5,-0.892419,-2.40108
3,10,3.1,0.845358,-0.495722
3,9,3.9,1.43998,-0.967482
2,8,2.8,2.0346,-1.43924
2,7,2.7,2.62921,-1.911
3,6,3.6,3.22383,-2.38276
2,5,2.5,3.81845,-2.85452
3,9,3.9,0.00772697,-0.716057
3,8,3.8,0.602346,-1.18782
2,7,2.7,1.19696,-1.65958
2,6,2.6,1.79158,-2.13134
3,5,3.5,2.3862,-2.6031
2,4,2.4,2.98082,-3.07486
2,8,2.8,-0.829904,-0.936392
2,7,2.7,-0.235286,-1.40815
2,6,2.6,0.359333,-1.87991
1,5,1.5,0.953952,-2.35167
2,4,2.4,1.54857,-2.82343
1,3,1.3,2.14319,-3.29519
2,7,2.7,-1.66754,-1.15673
2,6,2.6,-1.07292,-1.62849
1,5,1.5,-0.478298,-2.10025
2,4,2.4,0.11632,-2.57201
2,3,2.3,0.710939,-3.04377
1,2,1.2,1.30556,-3.51553
3,6,3.6,-2.50517,-1.37706
3,5,3.5,-1.91055,-1.84882
2,4,2.4,-1.31593,-2.32058
2,3,2.3,-0.721311,-2.79234
3,4,3.4,-0.126692,-3.2641
2,3,2.3,0.467926,-3.73586
2,5,2.5,-3.3428,-1.5974
2,4,2.4,-2.74818,-2.06916
1,3,1.3,-2.15356,-2.54092
1,2,1.2,-1.55894,-3.01268
2,3,2.3,-0.964324,-3.48444
2,4,2.4,-0.369705,-3.9562
3,9,3.9,1.36807,-2.05084
2,8,2.8,1.96269,-2.5226
3,7,3.7,2.55731,-2.99436
2,6,2.6,3.15193,-3.46612
3,5,3.5,3.74655,-3.93788
2,4,2.4,4.34117,-4.40964
2,8,2.8,0.530441,-2.27118
2,7,2.7,1.12506,-2.74294
2,6,2.6,1.71968,-3.2147
1,5,1.5,2.3143,-3.68646
2,4,2.4,2.90892,-4.15822
1,3,1.3,3.50353,-4.62998
3,7,3.7,-0.30719,-2.49151
2,6,2.6,0.287429,-2.96327
3,5,3.5,0.882047,-3.43503
2,4,2.4,1.47667,-3.90679
3,3,3.3,2.07128,-4.37855
2,2,2.2,2.6659,-4.85031
2,6,2.6,-1.14482,-2.71185
1,5,1.5,-0.550203,-3.18361
2,4,2.4,0.0444158,-3.65537
2,3,2.3,0.639034,-4.12713
2,2,2.2,1.23365,-4.59889
1,1,1.1,1.82827,-5.07065
3,5,3.5,-1.98245,-2.93218
2,4,2.4,-1.38783,-3.40394
3,3,3.3,-0.793215,-3.8757
2,2,2.2,-0.198597,-4.34746
3,3,3.3,0.396022,-4.81922
2,2,2.2,0.99064,-5.29098
2,4,2.4,-2.82008,-3.15252
1,3,1.3,-2.22547,-3.62428
2,2,2.2,-1.63085,-4.09604
1,1,1.1,-1.03623,-4.5678
2,2,2.2,-0.44161,-5.03955
2,3,2.3,0.153009,-5.51131
3,8,3.8,1.89079,-3.60596
2,7,2.7,2.48541,-4.07772
2,6,2.6,3.08002,-4.54948
3,5,3.5,3.67464,-5.02124
3,4,3.4,4.26926,-5.493
2,3,2.3,4.86388,-5.96476
2,7,2.7,1.05316,-3.8263
2,6,2.6,1.64777,-4.29806
1,5,1.5,2.24239,-4.76982
2,4,2.4,2.83701,-5.24158
2,3,2.3,3.43163,-5.71334
1,2,1.2,4.02625,-6.1851
2,6,2.6,0.215524,-4.04663
1,5,1.5,0.810143,-4.51839
2,4,2.4,1.40476,-4.99015
2,3,2.3,1.99938,-5.46191
2,2,2.2,2.594,-5.93367
1,1,1.1,3.18862,-6.40543
3,5,3.5,-0.622107,-4.26697
2,4,2.4,-0.0274885,-4.73873
2,3,2.3,0.56713,-5.21049
3,4,3.4,1.16175,-5.68225
3,3,3.3,1.75637,-6.154
2,2,2.2,2.35099,-6.62576
3,4,3.4,-1.45974,-4.4873
2,3,2.3,-0.86512,-4.95906
2,2,2.2,-0.270501,-5.43082
3,3,3.3,0.324117,-5.90258
3,4,3.4,0.918736,-6.37434
2,3,2.3,1.51335,-6.8461
2,3,2.3,-2.29737,-4.70764
1,2,1.2,-1.70275,-5.1794
1,1,1.1,-1.10813,-5.65115
2,2,2.2,-0.513514,-6.12291
2,3,2.3,0.0811047,-6.59467
2,4,2.4,0.675723,-7.06643
4,7,4.7,2.4135,-5.16108
3,6,3.6,3.00812,-5.63284
3,5,3.5,3.60274,-6.1046
3,4,3.4,4.19736,-6.57636
4,5,4.5,4.79198,-7.04812
3,4,3.4,5.38659,-7.51988
3,6,3.6,1.57587,-5.38142
3,5,3.5,2.17049,-5.85318
2,4,2.4,2.76511,-6.32494
2,3,2.3,3.35973,-6.7967
3,4,3.4,3.95434,-7.26845
2,3,2.3,4.54896,-7.74021
3,5,3.5,0.738238,-5.60175
2,4,2.4,1.33286,-6.07351
3,3,3.3,1.92748,-6.54527
2,2,2.2,2.52209,-7.01703
3,3,3.3,3.11671,-7.48879
2,2,2.2,3.71133,-7.96055
3,4,3.4,-0.0993929,-5.82209
2,3,2.3,0.495226,-6.29385
2,2,2.2,1.08984,-6.7656
3,3,3.3,1.68446,-7.23736
3,4,3.4,2.27908,-7.70912
2,3,2.3,2.8737,-8.18088
4,5,4.5,-0.937024,-6.04242
3,4,3.4,-0.342406,-6.51418
3,3,3.3,0.252213,-6.98594
3,4,3.4,0.846832,-7.4577
4,5,4.5,1.44145,-7.92946
3,4,3.4,2.03607,-8.40122
3,4,3.4,-1.77466,-6.26275
2,3,2.3,-1.18004,-6.73451
2,2,2.2,-0.585418,-7.20627
2,3,2.3,0.00920034,-7.67803
3,4,3.4,0.603819,-8.14979
3,5,3.5,1.19844,-8.62155
3,6,3.6,2.93622,-6.7162
2,5,2.5,3.53083,-7.18796
2,4,2.4,4.12545,-7.65972
2,3,2.3,4.72007,-8.13148
3,4,3.4,5.31469,-8.60324
3,5,3.5,5.90931,-9.075
2,5,2.5,2.09858,-6.93654
2,4,2.4,2.6932,-7.4083
1,3,1.3,3.28782,-7.88005
1,2,1.2,3.88244,-8.35181
2,3,2.3,4.47706,-8.82357
2,4,2.4,5.07168,-9.29533
2,4,2.4,1.26095,-7.15687
1,3,1.3,1.85557,-7.62863
2,2,2.2,2.45019,-8.10039
1,1,1.1,3.04481,-8.57215
2,2,2.2,3.63943,-9.04391
2,3,2.3,4.23405,-9.51567
2,3,2.3,0.423321,-7.3772
1,2,1.2,1.01794,-7.84896
1,1,1.1,1.61256,-8.32072
2,2,2.2,2.20718,-8.79248
2,3,2.3,2.8018,-9.26424
2,4,2.4,3.39641,-9.736
3,4,3.4,-0.41431,-7.59754
2,3,2.3,0.180309,-8.0693
2,2,2.2,0.774927,-8.54106
2,3,2.3,1.36955,-9.01282
3,4,3.4,1.96416,-9.48458
3,5,3.5,2.55878,-9.95634
3,5,3.5,-1.25194,-7.81787
2,4,2.4,-0.657323,-8.28963
2,3,2.3,-0.062704,-8.76139
2,4,2.4,0.531915,-9.23315
3,5,3.5,1.12653,-9.70491
3,6,3.6,1.72115,-10.1767
4,10,4.1,0.403305,1.32425
3,9,3.9,0.997924,0.852487
3,8,3.8,1.59254,0.380727
3,7,3.7,2.18716,-0.0910326
3,6,3.6,2.78178,-0.562792
4,7,4.7,3.3764,-1.03455
3,9,3.9,-0.434326,1.10391
3,8,3.8,0.160292,0.632152
2,7,2.7,0.754911,0.160392
2,6,2.6,1.34953,-0.311367
2,5,2.5,1.94415,-0.783127
3,6,3.6,2.53877,-1.25489
3,8,3.8,-1.27196,0.883577
2,7,2.7,-0.677339,0.411817
3,6,3.6,-0.0827203,-0.0599423
2,5,2.5,0.511898,-0.531702
2,4,2.4,1.10652,-1.00346
3,5,3.5,1.70114,-1.47522
3,7,3.7,-2.10959,0.663243
2,6,2.6,-1.51497,0.191483
2,5,2.5,-0.920352,-0.280277
3,4,3.4,-0.325733,-0.752037
2,3,2.3,0.268886,-1.2238
3,4,3.4,0.863504,-1.69556
3,6,3.6,-2.94722,0.442908
2,5,2.5,-2.3526,-0.0288521
2,4,2.4,-1.75798,-0.500612
2,3,2.3,-1.16336,-0.972372
3,4,3.4,-0.568746,-1.44413
3,5,3.5,0.0258729,-1.91589
4,7,4.7,-3.78485,0.222573
3,6,3.6,-3.19023,-0.249187
3,5,3.5,-2.59561,-0.720947
3,4,3.4,-2.001,-1.19271
3,5,3.5,-1.40638,-1.66447
4,6,4.6,-0.811758,-2.13623
3,9,3.9,0.926019,-0.230873
3,8,3.8,1.52064,-0.702632
2,7,2.7,2.11526,-1.17439
2,6,2.6,2.70988,-1.64615
2,5,2.5,3.30449,-2.11791
3,6,3.6,3.89911,-2.58967
3,8,3.8,0.088388,-0.451207
3,7,3.7,0.683007,-0.922967
2,6,2.6,1.27763,-1.39473
2,5,2.5,1.87224,-1.86649
2,4,2.4,2.46686,-2.33825
3,5,3.5,3.06148,-2.81001
2,7,2.7,-0.749243,-0.671542
2,6,2.6,-0.154625,-1.1433
2,5,2.5,0.439994,-1.61506
1,4,1.4,1.03461,-2.08682
1,3,1.3,1.62923,-2.55858
2,4,2.4,2.22385,-3.03034
2,6,2.6,-1.58687,-0.891877
2,5,2.5,-0.992256,-1.36364
1,4,1.4,-0.397637,-1.8354
2,3,2.3,0.196981,-2.30716
1,2,1.2,0.7916,-2.77892
2,3,2.3,1.38622,-3.25068
2,5,2.5,-2.42451,-1.11221
2,4,2.4,-1.82989,-1.58397
1,3,1.3,-1.23527,-2.05573
1,2,1.2,-0.64065,-2.52749
2,3,2.3,-0.0460314,-2.99925
2,4,2.4,0.548587,-3.47101
3,6,3.6,-3.26214,-1.33255
3,5,3.5,-2.66752,-1.80431
2,4,2.4,-2.0729,-2.27607
2,3,2.3,-1.47828,-2.74783
2,4,2.4,-0.883663,-3.21959
3,5,3.5,-0.289044,-3.69135
3,8,3.8,1.44873,-1.78599
2,7,2.7,2.04335,-2.25775
3,6,3.6,2.63797,-2.72951
2,5,2.5,3.23259,-3.20127
2,4,2.4,3.82721,-3.67303
3,5,3.5,4.42183,-4.14479
2,7,2.7,0.611102,-2.00633
2,6,2.6,1.20572,-2.47809
2,5,2.5,1.80034,-2.94985
1,4,1.4,2.39496,-3.42161
1,3,1.3,2.98958,-3.89337
2,4,2.4,3.5842,-4.36513
3,6,3.6,-0.226529,-2.22666
2,5,2.5,0.36809,-2.69842
3,4,3.4,0.962708,-3.17018
2,3,2.3,1.55733,-3.64194
2,2,2.2,2.15195,-4.1137
3,3,3.3,2.74656,-4.58546
2,5,2.5,-1.06416,-2.447
1,4,1.4,-0.469542,-2.91876
2,3,2.3,0.125077,-3.39052
2,2,2.2,0.719695,-3.86228
1,1,1.1,1.31431,-4.33404
2,2,2.2,1.90893,-4.8058
2,4,2.4,-1.90179,-2.66733
1,3,1.3,-1.30717,-3.13909
2,2,2.2,-0.712554,-3.61085
1,1,1.1,-0.117936,-4.08261
2,2,2.2,0.476683,-4.55437
2,3,2.3,1.0713,-5.02613
3,5,3.5,-2.73942,-2.88767
2,4,2.4,-2.1448,-3.35943
3,3,3.3,-1.55019,-3.83119
2,2,2.2,-0.955567,-4.30295
2,3,2.3,-0.360949,-4.77471
3,4,3.4,0.23367,-5.24647
3,7,3.7,1.97145,-3.34111
2,6,2.6,2.56607,-3.81287
2,5,2.5,3.16069,-4.28463
3,4,3.4,3.7553,-4.75639
2,3,2.3,4.34992,-5.22815
3,4,3.4,4.94454,-5.69991
2,6,2.6,1.13382,-3.56145
2,5,2.5,1.72844,-4.03321
1,4,1.4,2.32305,-4.50497
2,3,2.3,2.91767,-4.97673
1,2,1.2,3.51229,-5.44849
2,3,2.3,4.10691,-5.92025
2,5,2.5,0.296185,-3.78178
1,4,1.4,0.890804,-4.25354
2,3,2.3,1.48542,-4.7253
2,2,2.2,2.08004,-5.19706
1,1,1.1,2.67466,-5.66882
2,2,2.2,3.26928,-6.14058
3,4,3.4,-0.541446,-4.00212
2,3,2.3,0.0531725,-4.47388
2,2,2.2,0.647791,-4.94564
3,3,3.3,1.24241,-5.4174
2,2,2.2,1.83703,-5.88916
3,3,3.3,2.43165,-6.36092
2,3,2.3,-1.37908,-4.22245
1,2,1.2,-0.784459,-4.69421
1,1,1.1,-0.18984,-5.16597
2,2,2.2,0.404778,-5.63773
2,3,2.3,0.999397,-6.10949
2,4,2.4,1.59402,-6.58125
3,4,3.4,-2.21671,-4.44279
2,3,2.3,-1.62209,-4.91455
2,2,2.2,-1.02747,-5.38631
3,3,3.3,-0.432853,-5.85807
2,4,2.4,0.161766,-6.32983
3,5,3.5,0.756384,-6.80159
3,6,3.6,2.49416,-4.89623
2,5,2.5,3.08878,-5.36799
2,4,2.4,3.6834,-5.83975
2,3,2.3,4.27802,-6.31151
3,4,3.4,4.87264,-6.78327
3,5,3.5,5.46726,-7.25503
2,5,2.5,1.65653,-5.11657
2,4,2.4,2.25115,-5.58833
1,3,1.3,2.84577,-6.06009
1,2,1.2,3.44039,-6.53185
2,3,2.3,4.03501,-7.00361
2,4,2.4,4.62962,-7.47537
2,4,2.4,0.818899,-5.3369
1,3,1.3,1.41352,-5.80866
2,2,2.2,2.00814,-6.28042
1,1,1.1,2.60276,-6.75218
2,2,2.2,3.19737,-7.22394
2,3,2.3,3.79199,-7.6957
2,3,2.3,-0.0187319,-5.55724
1,2,1.2,0.575887,-6.029
1,1,1.1,1.17051,-6.50076
2,2,2.2,1.76512,-6.97252
2,3,2.3,2.35974,-7.44428
2,4,2.4,2.95436,-7.91603
3,4,3.4,-0.856363,-5.77757
2,3,2.3,-0.261745,-6.24933
2,2,2.2,0.332874,-6.72109
2,3,2.3,0.927493,-7.19285
3,4,3.4,1.52211,-7.66461
3,5,3.5,2.11673,-8.13637
3,5,3.5,-1.69399,-5.99791
2,4,2.4,-1.09938,-6.46967
2,3,2.3,-0.504757,-6.94143
2,4,2.4,0.0898613,-7.41318
3,5,3.5,0.68448,-7.88494
3,6,3.6,1.2791,-8.3567
4,7,4.7,3.01688,-6.45135
3,6,3.6,3.61149,-6.92311
3,5,3.5,4.20611,-7.39487
3,4,3.4,4.80073,-7.86663
3,5,3.5,5.39535,-8.33839
4,6,4.6,5.98997,-8.81015
3,6,3.6,2.17924,-6.67169
3,5,3.5,2.77386,-7.14345
2,4,2.4,3.36848,-7.61521
2,3,2.3,3.9631,-8.08697
2,4,2.4,4.55772,-8.55873
3,5,3.5,5.15234,-9.03048
3,5,3.5,1.34161,-6.89202
2,4,2.4,1.93623,-7.36378
3,3,3.3,2.53085,-7.83554
2,2,2.2,3.12547,-8.3073
2,3,2.3,3.72009,-8.77906
3,4,3.4,4.31471,-9.25082
3,4,3.4,0.503982,-7.11236
2,3,2.3,1.0986,-7.58412
2,2,2.2,1.69322,-8.05588
3,3,3.3,2.28784,-8.52763
2,4,2.4,2.88246,-8.99939
3,5,3.5,3.47708,-9.47115
3,5,3.5,-0.333649,-7.33269
2,4,2.4,0.26097,-7.80445
2,3,2.3,0.855588,-8.27621
2,4,2.4,1.45021,-8.74797
3,5,3.5,2.04483,-9.21973
3,6,3.6,2.63944,-9.69149
4,6,4.6,-1.17128,-7.55303
3,5,3.5,-0.576662,-8.02478
3,4,3.4,0.017957,-8.49654
3,5,3.5,0.612576,-8.9683
3,6,3.6,1.20719,-9.44006
4,7,4.7,1.80181,-9.91182
4,14,4.14,-1.13207,-0.547431
4,13,4.13,-0.537454,-1.01919
3,12,3.12,0.0571649,-1.49095
3,11,3.11,0.651784,-1.96271
3,10,3.1,1.2464,-2.43447
3,9,3.9,1.84102,-2.90623
4,13,4.13,-1.9697,-0.767766
4,12,4.12,-1.37509,-1.23953
3,11,3.11,-0.780466,-1.71129
3,10,3.1,-0.185848,-2.18305
3,9,3.9,0.408771,-2.6548
3,8,3.8,1.00339,-3.12656
3,12,3.12,-2.80733,-0.9881
3,11,3.11,-2.21272,-1.45986
3,10,3.1,-1.6181,-1.93162
2,9,2.9,-1.02348,-2.40338
2,8,2.8,-0.42886,-2.87514
2,7,2.7,0.165758,-3.3469
3,11,3.11,-3.64497,-1.20844
3,10,3.1,-3.05035,-1.68019
2,9,2.9,-2.45573,-2.15195
3,8,3.8,-1.86111,-2.62371
2,7,2.7,-1.26649,-3.09547
2,6,2.6,-0.671873,-3.56723
3,10,3.1,-4.4826,-1.42877
3,9,3.9,-3.88798,-1.90053
2,8,2.8,-3.29336,-2.37229
2,7,2.7,-2.69874,-2.84405
3,6,3.6,-2.10412,-3.31581
2,5,2.5,-1.5095,-3.78757
3,9,3.9,-5.32023,-1.6491
3,8,3.8,-4.72561,-2.12086
2,7,2.7,-4.13099,-2.59262
2,6,2.6,-3.53637,-3.06438
2,5,2.5,-2.94175,-3.53614
3,6,3.6,-2.34714,-4.0079
4,13,4.13,-0.609358,-2.10255
4,12,4.12,-0.0147395,-2.57431
3,11,3.11,0.579879,-3.04607
3,10,3.1,1.1745,-3.51783
3,9,3.9,1.76912,-3.98959
3,8,3.8,2.36374,-4.46135
4,12,4.12,-1.44699,-2.32289
4,11,4.11,-0.852371,-2.79464
3,10,3.1,-0.257752,-3.2664
3,9,3.9,0.336866,-3.73816
3,8,3.8,0.931485,-4.20992
3,7,3.7,1.5261,-4.68168
3,11,3.11,-2.28462,-2.54322
3,10,3.1,-1.69,-3.01498
3,9,3.9,-1.09538,-3.48674
2,8,2.8,-0.500765,-3.9585
2,7,2.7,0.0938538,-4.43026
2,6,2.6,0.688472,-4.90202
3,10,3.1,-3.12225,-2.76355
3,9,3.9,-2.52763,-3.23531
2,8,2.8,-1.93301,-3.70707
3,7,3.7,-1.3384,-4.17883
2,6,2.6,-0.743778,-4.65059
2,5,2.5,-0.149159,-5.12235
3,9,3.9,-3.95988,-2.98389
3,8,3.8,-3.36526,-3.45565
2,7,2.7,-2.77065,-3.92741
2,6,2.6,-2.17603,-4.39917
3,5,3.5,-1.58141,-4.87093
2,4,2.4,-0.98679,-5.34269
3,8,3.8,-4.79751,-3.20422
3,7,3.7,-4.2029,-3.67598
2,6,2.6,-3.60828,-4.14774
2,5,2.5,-3.01366,-4.6195
2,4,2.4,-2.41904,-5.09126
3,5,3.5,-1.82442,-5.56302
3,12,3.12,-0.0866439,-3.65767
3,11,3.11,0.507975,-4.12943
3,10,3.1,1.10259,-4.60119
2,9,2.9,1.69721,-5.07295
2,8,2.8,2.29183,-5.54471
2,7,2.7,2.88645,-6.01647
3,11,3.11,-0.924275,-3.878
3,10,3.1,-0.329657,-4.34976
3,9,3.9,0.264962,-4.82152
2,8,2.8,0.859581,-5.29328
2,7,2.7,1.4542,-5.76504
2,6,2.6,2.04882,-6.2368
3,10,3.1,-1.76191,-4.09834
3,9,3.9,-1.16729,-4.5701
3,8,3.8,-0.572669,-5.04186
2,7,2.7,0.0219494,-5.51362
2,6,2.6,0.616568,-5.98538
2,5,2.5,1.21119,-6.45714
2,9,2.9,-2.59954,-4.31867
2,8,2.8,-2.00492,-4.79043
2,7,2.7,-1.4103,-5.26219
2,6,2.6,-0.815682,-5.73395
1,5,1.5,-0.221063,-6.20571
1,4,1.4,0.373555,-6.67747
2,8,2.8,-3.43717,-4.53901
2,7,2.7,-2.84255,-5.01077
2,6,2.6,-2.24793,-5.48253
1,5,1.5,-1.65331,-5.95429
2,4,2.4,-1.05869,-6.42605
1,3,1.3,-0.464076,-6.89781
2,7,2.7,-4.2748,-4.75934
2,6,2.6,-3.68018,-5.2311
2,5,2.5,-3.08556,-5.70286
1,4,1.4,-2.49094,-6.17462
1,3,1.3,-1.89633,-6.64638
2,4,2.4,-1.30171,-7.11814
3,11,3.11,0.43607,-5.21279
3,10,3.1,1.03069,-5.68455
2,9,2.9,1.62531,-6.15631
3,8,3.8,2.21993,-6.62807
2,7,2.7,2.81454,-7.09983
2,6,2.6,3.40916,-7.57159
3,10,3.1,-0.401561,-5.43312
3,9,3.9,0.193058,-5.90488
2,8,2.8,0.787676,-6.37664
3,7,3.7,1.38229,-6.8484
2,6,2.6,1.97691,-7.32016
2,5,2.5,2.57153,-7.79192
2,9,2.9,-1.23919,-5.65346
2,8,2.8,-0.644574,-6.12522
2,7,2.7,-0.049955,-6.59698
2,6,2.6,0.544664,-7.06874
1,5,1.5,1.13928,-7.5405
1,4,1.4,1.7339,-8.01226
3,8,3.8,-2.07682,-5.87379
3,7,3.7,-1.4822,-6.34555
2,6,2.6,-0.887586,-6.81731
3,5,3.5,-0.292968,-7.28907
2,4,2.4,0.301651,-7.76083
2,3,2.3,0.89627,-8.23259
2,7,2.7,-2.91445,-6.09413
2,6,2.6,-2.31984,-6.56589
1,5,1.5,-1.72522,-7.03765
2,4,2.4,-1.1306,-7.50941
2,3,2.3,-0.53598,-7.98117
1,2,1.2,0.0586383,-8.45293
2,6,2.6,-3.75209,-6.31446
2,5,2.5,-3.15747,-6.78622
1,4,1.4,-2.56285,-7.25798
2,3,2.3,-1.96823,-7.72974
1,2,1.2,-1.37361,-8.2015
